video_id,title,channel_name,ad_status,sw_violence_death,sw_sexual_content,sw_profanity,sw_drugs_substances,sw_hate_speech_slurs,sw_mental_health,sw_political_controversial,sw_weapons_military,sw_coded_numbers,sw_total,as_drugs,as_mental_health,as_other,as_platform_moderation,as_profanity,as_sexual,as_violence_death,as_weapons,as_total
C1qi3TkxhQ8,An Apology To Critical Drinker Nerdrotic & Geeks & Gamers,TheQuartering,Yes,3,0,11,0,1,0,1,0,0,16,0,0,0,0,0,0,0,0,0
C5GdXAerJ-o,,,Yes,1,0,4,0,1,0,3,0,0,9,0,0,0,0,1,0,0,0,1
CDOov2JpBAo,,,Yes,3,0,3,0,3,0,3,1,0,13,0,0,0,0,0,0,0,0,0
CFDDf48nj9g,America's Coming Weimar Moment,Three Arrows,No,12,0,2,1,22,0,72,1,0,110,0,0,0,0,0,0,0,0,0
CTSGApgZrMY,Steam is being Threatened by the Modern Audience now,Hero Hei,Yes,1,0,2,0,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0
CVMQ2WaI1HY,Walmart BLACK FATIGUE Goes Nuclear,TheQuartering,Yes,15,0,1,0,22,0,1,4,0,43,0,0,1,0,0,0,0,0,1
CVyTOLP9VkQ,The Brick Lady & The Gender Wars | OLAY & FRIENDS,olurinatti,,67,1,14,1,189,1,80,14,0,367,0,0,1,15,0,0,0,0,16
CYlQaFcMpWI,,,Yes,5,0,4,0,1,0,5,4,0,19,0,0,0,0,0,0,0,0,0
C_kEBQcf0xY,"Dr Umar, Pseudo-Intellectual Nonsense, and American Exceptionalism | OLAY & FRIENDS",olurinatti,,56,5,47,7,395,1,46,0,0,557,7,0,2,4,0,0,0,0,13
CeVrooNAunE,Rachel Zegler Blames YOU For Her Failures,Geeks + Gamers,Yes,4,0,3,0,16,0,11,0,0,34,15,0,0,0,0,0,0,0,15
Cf18Jx4hINk,,,Yes,1,0,3,0,0,0,2,5,0,11,0,0,0,0,0,0,0,0,0
Cg9mW1uTxyU,PODCAST #2: CAPITOL STORMING AND THE PESSIMISTIC LEFT,midwesternmarx,Yes,13,0,18,0,10,2,20,1,0,64,0,0,0,0,0,0,0,0,0
CpHwD-8hb1c,,,Yes,2,0,6,0,6,1,5,0,0,20,0,0,0,0,0,0,0,0,0
CskLY0-7_zY,Kyle Kulinski CRIES Over Matt Walsh Crime Takes,Actual Justice Warrior,Yes,133,3,12,4,11,1,60,1,0,225,0,0,0,1,0,0,0,0,1
CuOUEXpFgVU,Is America Obsessed with Celebrities? | OLAY & FRIENDS,olurinatti,,37,11,46,0,424,1,22,1,0,542,2,0,0,0,0,0,0,0,2
CuTnb3dtbe8,Gamestop BREAKS The Internet w/ Trump Memes - Games Journos MELTDOWN,Geeks + Gamers,Yes,0,0,1,0,2,0,6,0,0,9,0,0,0,0,0,0,0,0,0
Cvnfpxv2lvs,,,Yes,0,0,5,0,11,0,1,0,0,17,0,0,0,0,0,0,0,0,0
D0aqIq36t3s,,,Yes,3,0,4,1,4,0,2,2,0,16,0,0,0,0,0,0,0,0,0
D2evG_dHQiI,,,Yes,5,0,3,0,2,0,7,4,0,21,0,0,0,0,0,0,0,0,0
D6cpD_vfVP4,Cincinnati CAUGHT Paying Black Activist To ATTACK Cops,Actual Justice Warrior,Yes,16,0,11,3,25,0,11,1,0,67,0,0,0,1,0,0,0,0,1
DDHqE-AJsh0,,,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DFCshwzb2os,,,Yes,2,0,3,0,1,0,13,14,0,33,1,0,0,0,0,0,0,0,1
DFGXQzR488Y,Conservative Party Unable to Fully Commit Against Critical Race Theory,The Podcast of the Lotus Eaters,Yes,1,0,4,0,7,0,9,0,0,21,0,0,0,0,0,0,0,0,0
DFgZSCkggTY,FEMINIST TEACHER JUST LOST EVERYTHING & IS HEADING TO PRISON!,TheQuartering,Yes,3,0,2,7,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0
DJIIaN7Z2L0,,,Yes,1,1,0,0,0,0,5,2,0,9,0,0,0,0,0,0,0,0,0
DTXBi3E9mo4,DONALD TRUMP ASSASSINATION ATTEMPT JUST STOPPED! MAN STORMS MAR-A-LAGO ARMED & WITH GAS CANS!,TheQuartering,Yes,1,0,2,0,4,0,7,13,0,27,0,0,0,0,0,0,0,0,0
DfXD7Gbm3cQ,The Fall of Ice Spice: Colorism & Transactional Relationships | OLAY & FRIENDS,olurinatti,,14,1,37,0,70,6,13,1,0,142,0,0,2,0,0,4,0,0,6
DuSScLV2q2g,Why the Right is Obsessed with Trans People,olurinatti,,7,0,5,2,4,2,7,0,0,27,0,0,1,0,0,0,0,0,1
DvD1lHts-BA,Jimmy Kimmel CANCELED - Disney Pulls the Plug After Charlie Kirk Comments,Nerdrotic,Yes,14,0,7,0,6,0,1,0,0,28,0,0,0,0,0,0,0,0,0
E0UvbJEf0Uc,WOKE PROFESSOR FINDS OUT! HER OWN PEERS TURN ON HER,TheQuartering,Yes,0,0,4,0,35,0,0,0,0,39,0,0,1,0,0,0,0,0,1
E_TDQo9Zpv8,The Iraq War: PragerU vs. Reality,Three Arrows,Yes,38,1,8,12,12,1,97,41,13,223,0,0,0,0,1,0,0,0,1
EcHN7DN9TOo,,,Yes,3,0,2,0,0,1,2,6,0,14,0,0,0,0,0,0,0,0,0
ErkPNJWggX4,Stranger Things Season 5 - The Last Real TV Event?,The Critical Drinker,Yes,9,0,6,0,0,2,6,3,0,26,0,0,0,0,0,0,0,0,0
Eu-IjsbxIIw,MAGA Communism: Fact vs. Fiction,midwesternmarx,No,3,0,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0
Exdq6NqAuDE,The Rise of Class Solidarity? | OLAY & FRIENDS,olurinatti,,38,2,25,0,160,2,23,7,0,257,0,0,0,0,1,0,0,0,1
EyiXnH8s4Hc,Fantastic Four: First Steps REVIEW - The Best Marvel Flop of the Year,Nerdrotic,Yes,5,2,8,0,1,0,15,2,0,33,0,0,1,0,0,0,0,0,1
F8nzXIxOdD8,Snow White is AWFUL - The FOULEST of Them All,Nerdrotic,Yes,10,0,9,0,39,0,11,0,0,69,34,0,0,0,0,0,0,0,34
FEwzEHFAZv8,Socialist Countries Tier List Part 2,midwesternmarx,Yes,25,0,5,0,8,0,35,1,0,74,0,0,0,0,0,0,0,0,0
FFmXyiyIfuo,,,Yes,2,1,1,0,2,0,0,1,0,7,3,0,0,0,0,0,0,0,3
FKq9SWSjB6U,WE NEED TO TALK ABOUT THIS,TheQuartering,Yes,10,0,6,0,15,0,10,0,0,41,0,0,1,0,0,0,0,0,1
FLze1JuaaqM,,,Yes,8,0,5,0,1,0,2,1,0,17,0,0,0,0,0,0,0,0,0
FOUWfNReu1c,,,Yes,0,0,1,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0
FTtbjkCS6RI,,,Yes,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
FTxzfH6jIoY,YOUTUBE TO REQUIRE ID'S & THE DEATH OF INTERNET PRIVACY,TheQuartering,Yes,0,0,5,0,2,0,1,0,0,8,0,0,0,0,0,1,0,0,1
FX8Iw37srmY,The Marketplace of Ideas | Germany vs. USA,Three Arrows,No,30,1,8,0,32,0,29,2,1,103,0,0,0,2,0,0,0,0,2
Figo2w2qRJ8,Why Marvel is FAILING - The House is Out of Ideas,Nerdrotic,Yes,1,0,3,0,7,0,2,2,0,15,1,0,0,0,0,0,0,0,1
Fjutn4sGMWM,Why You Should Vote For Your Weakest Adversary,olurinatti,,126,6,39,2,188,4,212,14,1,592,0,0,1,8,0,0,0,0,9
FnACzwV7Mwc,"If Pretty is a Privilege, Ugly is a Curse",olurinatti,,36,24,28,0,190,3,20,3,0,304,0,0,0,1,0,0,0,0,1
Fu-MDEXwV4s,Was Every German Soldier Evil?,Three Arrows,No,63,0,3,0,12,0,4,1,0,83,1,0,0,0,0,0,0,0,1
FyL6luy89mY,American Communist Party WINS ELECTION! Chris Helali WINS High Bailiff,midwesternmarx,No,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
G0W57kk_yUA,MrBeast Anime Tourist Situation got even Worse,Hero Hei,Yes,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
G3wI8aIx4e8,Toledo Cop ARRESTED For Shoplifting,Actual Justice Warrior,Yes,8,0,4,0,3,0,2,0,0,17,0,0,0,0,0,0,0,0,0
GHEcJDl6aBk,The BAFTA's Big N-Word Debacle...,Clownfish TV,Yes,0,0,7,1,34,0,3,0,0,45,0,0,10,0,0,0,0,0,10
GK-061GYjaI,,,Yes,2,0,16,0,3,0,2,1,0,24,0,0,0,0,0,0,0,0,0
GLGoMq7Pygo,The Bombs that Land in Gaza Land in Detroit | Carlos Garrido at Free America to Free Palestine,midwesternmarx,Yes,5,0,1,0,8,0,6,0,0,20,0,0,0,0,0,0,0,0,0
GWmeGEhxgzo,,,Yes,2,0,8,0,0,0,3,0,0,13,0,0,1,0,0,0,0,0,1
Ga6fNHtgdzg,"Shia LaBeouf ATTACKS Man In ""MAGA"" Hat & Instantly Regrets It!",TheQuartering,Yes,2,1,4,2,1,0,16,0,0,26,0,0,0,0,0,0,0,0,0
GgpkB-XIF_A,,,Yes,2,0,10,0,22,0,3,0,0,37,0,0,0,0,1,0,0,0,1
GkU7hieQlIU,Ironheart REVIEW - The Worst Marvel Ever Made?,Nerdrotic,Yes,36,1,26,0,21,2,13,5,0,104,0,0,1,1,0,0,0,0,2
GkuIXHdvhEM,,,Yes,7,0,1,0,4,0,2,0,0,14,0,0,0,0,0,0,0,0,0
GmtG1d-kYjo,Wonka Review -  They Lied to You,Culture Casino,Yes,1,0,2,0,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0
Gmy6l-WbHqU,,,Yes,1,0,6,0,1,1,17,0,0,26,0,0,0,0,0,0,0,0,0
GohlQuOJLpE,Does the Left Want to Destroy History?,Three Arrows,No,27,0,4,0,46,1,31,0,0,109,0,0,0,0,0,0,0,0,0
GsTpP8GPlz0,"Update on Chicago  torture victim, How to help",Actual Justice Warrior,No,15,0,8,0,28,3,0,0,0,54,0,0,0,0,0,0,0,0,0
GvUAjcZ1r-U,The Winds of Winter is NOT Coming - ASOIAF Fans Sold Out For Hollywood,Nerdrotic,Yes,13,0,5,0,2,1,1,0,0,22,1,0,0,0,0,0,0,0,1
GwKj6_PxTTM,Bad News For James Gunn's Superman,Geeks + Gamers,Yes,0,0,1,0,1,0,0,18,0,20,0,0,0,0,0,0,0,0,0
GxF0oliZEu0,Evo Morales: Rise of the First Indigenous President of Bolivia- Book Review and Summary,midwesternmarx,Yes,10,0,2,5,9,0,23,1,0,50,0,0,0,0,0,0,0,0,0
H1WPE873mp0,Welcome to My Channel Olurinatti!,olurinatti,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
H5lHIXiHdIE,,,Yes,1,0,1,0,3,0,1,0,0,6,0,0,0,0,0,0,0,0,0
HBXy4us4J5Y,"Imani Barbarin on Disability Rights, Navigating Ableism & Creating Change | ICONIC INTERVIEW",olurinatti,,10,2,10,0,27,0,17,1,2,69,0,0,0,0,0,0,0,0,0
HDbtds8rbJw,,,Yes,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0
HGGaLmW0s38,The Election Is Over... Now What? | OLAY & FRIENDS,olurinatti,,55,2,39,0,154,2,33,1,0,286,0,0,8,1,0,0,0,0,9
HKYy2mkkVgk,,,Yes,1,0,4,0,9,0,2,0,0,16,0,0,0,0,0,0,0,0,0
HMJU0LohNKA,,,Yes,1,0,10,0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0
HMvlHShkD-c,,,Yes,2,1,23,0,1,0,6,0,0,33,0,0,0,0,1,0,0,0,1
HOHthnsuhPw,Denial as a Tool of the Radical Right,Three Arrows,Yes,16,0,1,0,26,0,11,0,0,54,0,0,0,0,0,0,0,0,0
HbFh51eS_ug,America Hates The Left & We Need A Plan,olurinatti,,16,0,6,0,57,1,22,0,0,102,0,0,0,0,0,0,0,0,0
HbkYJA-7jNU,Polygon is DEAD,Geeks + Gamers,Yes,2,0,2,0,2,0,2,0,0,8,0,0,0,0,0,0,0,0,0
Hh74jSq4Zzw,When The Police FAIL,Actual Justice Warrior,Yes,7,0,7,0,7,0,5,7,4,37,0,0,0,0,0,0,0,0,0
Ho0aWvwQLlA,Prof. Garrido on Censorship and Free Speech at Platypus 2024 International Convention,midwesternmarx,No,61,2,21,2,132,1,110,5,0,334,0,0,0,0,0,0,0,0,0
IANrqmrntTE,,,Yes,6,0,2,0,0,0,3,1,0,12,0,0,0,0,0,0,0,0,0
IDKsLaVBrdY,Crash And Burn - The Amy Schumer Story,The Critical Drinker,Yes,5,4,4,0,5,0,6,0,0,24,0,0,0,0,0,0,0,0,0
IE2H-N-Oft8,Pokimane just got Exposed Live on Her Own Stream,Hero Hei,Yes,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
IJZ-IKDWFLE,Disney's Alien: Earth REVIEW,Nerdrotic,Yes,5,1,10,0,1,0,8,1,1,27,0,0,0,0,0,0,0,0,0
IKNLiyGCa9I,The Witcher Season 4 - Is Anyone Still Watching This Garbage? ,The Critical Drinker,Yes,5,0,6,0,4,0,5,0,0,20,0,0,0,0,0,0,0,0,0
IQujpTzTNGY,Los Angeles DESTROYS Graham Stephan,Actual Justice Warrior,Yes,4,0,7,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0
I_HdqYCDcVE,Brexit: PragerU vs. Reality,Three Arrows,Yes,1,0,5,0,2,0,16,0,0,24,0,0,0,0,0,0,0,0,0
IfwS74cYStA,,,Yes,4,0,13,0,2,0,3,13,0,35,0,0,0,0,0,0,0,0,0
IkO-FgbQuwo,,,Yes,13,0,10,0,8,1,4,0,0,36,0,0,1,0,0,0,0,0,1
ImBcvC4TrtI,39 ICE Karens Just FOUND OUT! Mass Arrests Have Don Lemon In Meltdown Mode As Tim Walz Embarassed!,TheQuartering,Yes,3,0,3,0,0,0,6,0,0,12,0,0,1,0,0,0,0,0,1
ItP_dWR2Weg,Kathleen Kennedy QUITS After Destroying Star Wars,Nerdrotic,Yes,7,0,6,0,2,0,21,0,0,36,0,0,0,0,0,0,0,0,0
IxRp3AsdRhc,Rachel Zegler Kills Snow White With HATE Rant! Film is DOA Now.,Culture Casino,Yes,2,1,8,0,15,0,9,0,0,35,11,0,1,0,0,0,0,0,12
IyDfFo16ogw,,,Yes,3,0,3,0,1,0,3,1,0,11,1,0,0,0,0,0,0,0,1
Iyu_HVukwPI,Starfleet Academy Sucks - And WE'RE To Blame,The Critical Drinker,Yes,2,0,3,0,1,0,6,0,0,12,0,0,0,0,0,0,0,0,0
J2H3RNNDpF0,The Naked Gun - Are We Allowed To Laugh Again?,The Critical Drinker,Yes,6,1,4,0,0,1,2,6,0,20,0,0,0,0,0,0,0,0,0
J4eC4gsevrg,Socialism Wins in Bolivia: But Far Right Extremism Persists,midwesternmarx,No,8,0,0,0,6,0,20,1,0,35,0,0,0,0,0,0,0,0,0
JAjG41BxET8,,,Yes,1,0,7,0,2,0,3,0,0,13,0,0,0,0,0,0,0,0,0
JJkmHyoWm2M,Hollywood PANIC After President Trump Orders 100% TARIFFS,Geeks + Gamers,Yes,4,0,0,0,0,0,5,2,0,11,0,0,0,0,0,0,0,0,0
JUEGzSeOTzk,,,Yes,6,0,3,0,2,1,3,0,0,15,0,0,0,0,0,0,0,0,0
JUtJM6frdu4,,,Yes,3,0,2,0,2,0,11,0,0,18,0,0,0,0,0,0,0,0,0
JcIL55UF0x8,Disney CEO Could CHANGE EVERYTHING in Disney World Villains Land?!,Clownfish TV,Yes,1,1,18,0,1,1,2,0,0,24,0,0,0,0,0,0,0,0,0
JdJhML-ApO8,,,Yes,2,0,9,0,0,0,47,0,0,58,0,0,0,0,1,0,0,0,1
JkwMMpz699Y,Make Fantasy HEROIC Again,The Critical Drinker,Yes,7,1,4,0,2,0,12,0,0,26,0,0,0,0,0,0,0,0,0
KRAoyJ493N4,A Knight Of The Seven Kingdoms - This Is How You Win!,The Critical Drinker,Yes,3,1,1,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0
KWfCWpnUCRw,"We Killed The Acolyte, Apparently",The Critical Drinker,Yes,1,0,3,0,4,0,6,0,0,14,0,0,0,0,0,0,0,0,0
KakbZK-VlbI,Black Men Address Cam Newton & Why Black Men Make Babies but Not Families| OLAY & FRIENDS,olurinatti,,15,0,24,1,107,0,22,3,0,172,0,0,6,0,1,0,0,0,7
KcL_GTRJpHY,Unpacking the Attacks on Kamala’s Blackness & Prosecutorial Record | OLAY & FRIENDS,olurinatti,,56,1,26,1,212,1,99,2,0,398,0,0,0,0,1,0,0,0,1
KcOtpgFROS8,Project Hail Mary - Please Be Good!,The Critical Drinker,Yes,8,0,3,0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0
KdXSFt9b1CE,Save Us From The Male Gaze!,The Critical Drinker,Yes,1,0,1,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
Kh0el8phS_o,The Myth of Charlie Kirk,Three Arrows,Yes,64,1,3,0,8,1,17,7,0,101,0,0,0,1,0,0,0,0,1
Kvb9xLnrZac,,,Yes,7,2,9,1,3,0,0,3,0,25,0,0,9,0,0,0,0,0,9
KvcCIDJj-NQ,,,Yes,6,0,3,0,1,0,2,5,0,17,0,0,0,0,0,0,0,0,0
L-ef4cj_mnI,Donald Trump GOES NUCLEAR As US Soldiers Perish & REFUSES To Rule Out Boots On The Ground Iran War!,TheQuartering,Yes,14,0,0,0,1,1,19,0,0,35,0,0,0,0,0,0,0,0,0
L6epzun4Osk,Why Is the British State Promoting Islam?,The Podcast of the Lotus Eaters,Yes,5,0,4,0,15,0,10,1,1,36,0,0,0,0,0,0,0,0,0
LB4gqnUfp-k,Why New York Hates Andrew Cuomo,olurinatti,,31,10,15,0,12,2,85,1,0,156,0,0,3,0,1,0,0,0,4
LDJTfMuGs8c,Jennifer Lawrence ADMITS Wokeness Is KILLING Hollywood,Actual Justice Warrior,Yes,1,0,6,0,1,0,3,0,0,11,0,0,0,0,0,0,0,0,0
LHjgCo4RuZs,Sydney Sweeney REFUSES To Apologize To Woke Mob,Actual Justice Warrior,Yes,3,0,5,0,22,0,10,0,0,40,0,0,0,0,0,0,0,0,0
LUzm7hjZj2Q,Disney ADMITS Mandalorian is COOKED,Geeks + Gamers,Yes,2,0,2,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0
LbVGG5CAM_s,,,Yes,1,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0
LcyMIQ0N_6U,Doctor Who Ends in DISASTER - RIP Doctor Who,Nerdrotic,Yes,21,1,29,1,39,1,33,2,0,127,0,0,0,0,0,0,0,0,0
LebQdGlvElU,Infographics: What if Russia Invades Ukraine? DEBUNKED,midwesternmarx,Yes,16,1,6,0,10,2,47,3,0,85,0,0,0,0,0,0,0,0,0
LfQ9QCgevLA,"WHY MARXISM NEEDS HEIDEGGER, DUGIN, AND ZIZEK | HAZ AL-DIN",midwesternmarx,No,14,2,26,0,15,0,10,1,0,68,0,0,0,0,0,0,0,0,0
Li5bGmoAKbA,"INTERVIEW WITH DR. ASATAR BAIR: CHINA, MEDITATION, SOCIALISM AND MORE",midwesternmarx,Yes,26,0,9,0,3,1,29,0,0,68,0,0,0,1,0,0,0,0,1
LjtY8QHragM,"The Golden Globes Happened, I Guess...",The Critical Drinker,Yes,3,0,8,0,2,0,1,1,0,15,0,0,0,0,0,0,0,0,0
Lq_dGEt5sYc,,,Yes,17,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0
Ltrj2mz_9Pk,A Story as Old as Socialism…,midwesternmarx,Yes,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0
LyZ2TPfeYbg,What Should we Do with Killer Cops?,olurinatti,,108,8,3,0,21,0,19,6,1,166,0,0,0,0,0,0,0,0,0
MBtqG21awcs,The Acolyte - A Complete Season Review,The Critical Drinker,Yes,79,1,36,3,22,0,56,16,0,213,0,0,0,0,0,1,0,0,1
MKLAEjXEBKU,,,Yes,10,0,2,0,0,0,17,1,0,30,0,0,0,0,0,0,0,0,0
MVfdnOeM2Hw,,,Yes,7,1,5,0,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0
MZXm80IFMVU,Vilifying Amanda Seales but Celebrating Candace Owens? | OLAY & FRIENDS,olurinatti,,22,8,23,0,163,1,42,1,0,260,0,0,3,0,1,0,0,0,4
MggZ_tBf9MM,The Running Man - Can't Outrun This Disaster,The Critical Drinker,Yes,10,0,4,0,1,0,4,1,0,20,0,0,0,0,0,0,0,0,0
MjfLKCgv8fU,Communist Leaders Tier List- Part 1,midwesternmarx,Yes,20,0,13,0,17,0,40,2,0,92,0,0,0,0,0,0,0,0,0
Mlt09Mxt3Rk,DiCaprio Whines About His Massive FLOP and Films Future,Culture Casino,Yes,1,0,2,0,1,0,2,0,0,6,0,0,0,0,0,0,0,0,0
MmCNWCJccWA,Stranger Things - This Is The End,The Critical Drinker,Yes,9,0,2,0,1,0,5,3,0,20,0,0,0,0,0,0,0,0,0
MmuVfw7ZnXA,“The Leftist Rebrand” ft. ​⁠@iDubbbzTV,olurinatti,,12,0,13,0,99,1,17,0,0,142,0,0,8,0,0,0,0,0,8
MzscxerhBE8,Cenk Lies For Jussie Smollett,Actual Justice Warrior,Yes,18,0,18,0,6,0,11,0,0,53,0,0,0,0,0,0,0,0,0
N4eQeuDLu-M,Eddie Screams at an Orthodox Russian Then They Become  Best Friends,midwesternmarx,Yes,30,1,7,0,11,0,72,3,0,124,0,0,0,1,0,0,1,0,2
NDHjRX-IDRw,How Hollywood Destroyed Fandom,Nerdrotic,Yes,8,0,1,0,10,0,16,3,0,38,3,0,0,0,0,0,0,0,3
NRAEWnsc92I,,,Yes,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NUU9opfCmF0,Posie Parker Stumps Piers Morgan,The Podcast of the Lotus Eaters,Yes,10,10,10,1,15,0,10,0,0,56,0,0,0,0,0,0,0,0,0
NZWT75CKZko,,,Yes,5,6,7,0,0,0,16,0,0,34,0,0,0,0,0,0,0,0,0
Nb4a9h4WBGw,,,Yes,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
NlYpyTFUqRg,We've Reached Peak Modern Audience Cope,Hero Hei,Yes,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
Nn5e8pJ6AaI,Can Superman Save Hollywood?,Nerdrotic,Yes,2,0,5,0,3,0,4,17,1,32,0,0,0,0,0,0,0,0,0
O6fXmirI_Zk,,,Yes,0,0,6,0,1,0,3,0,0,10,0,0,0,0,0,0,0,0,0
O8TjbeaKIb0,Knowing Better FAILS On Criminal Justice,Actual Justice Warrior,Yes,85,0,10,32,25,0,19,12,0,183,0,0,0,0,0,0,0,0,0
O8UzmLsXGRU,How Societies Turn Cruel,Three Arrows,No,55,1,16,0,43,3,11,5,0,134,1,0,0,0,0,0,0,0,1
OB23XMGJIqk,,,Yes,4,1,11,0,2,0,2,0,0,20,0,0,0,0,1,0,0,0,1
ODowOPjRMNg,Stranger Things 5 Is a Massive Disappointment - Netflix's Flagship Show Ends in DISASTER,Nerdrotic,Yes,49,4,30,1,4,2,31,18,0,139,0,0,0,0,0,0,0,0,0
OIzswtE9Ato,,,Yes,0,0,4,0,7,0,7,0,0,18,0,0,0,0,3,0,0,0,3
